Feature,Correlation,Total Hits
jolt,0.003352593284258052,6.0
jolts,-0.0017216772693486693,7.0
jon,0.010903239066815005,55.0
jonas,0.0018721276064350013,8.0
jonathan,-0.006218672324249828,120.0
jonathans,-0.0040286040731194435,20.0
jones,-0.00635253658818545,110.0
jonesy,-0.003572579275316084,6.0
jons,0.004324829455084881,5.0
jordan,0.0024897579558299412,35.0
jordy,0.0017961217088719001,5.0
jose,4.1548392002559566E-4,7.0
joseph,-0.0025051212269139415,37.0
josephine,4.1548392002559566E-4,7.0
journal,0.002338018848534767,22.0
journalism,-0.003572579275316084,6.0
journalist,-0.002465938488792004,19.0
journalists,-0.0032612937835676276,5.0
journey,-0.002346236654823707,53.0
joy,1.892162043616324E-4,60.0
joyce,0.005403933550049323,20.0
joyful,-0.0012641884221326336,6.0
joyous,-7.325860373347501E-4,5.0
jr.,0.00468980629885495,7.0
ju,3.6642063133577723E-4,6.0
juan,-0.003691223498346951,13.0
juarez,-0.004837369214595186,11.0
judas,-0.003122161460389875,12.0
judge,-0.0021908079432886854,126.0
judged,-0.001975700682300055,12.0
judgement,0.0018667319413454612,20.0
judges,-0.0048956568686743685,12.0
judging,0.00432823229403196,10.0
judgment,-0.004430149767483338,22.0
judicial,0.0017961217088719001,5.0
judith,0.0012788933118264667,9.0
judo,-0.0017359776753966055,6.0
judy,0.005704804076532107,73.0
jug,-0.0023868153619398752,8.0
juggling,-0.0032612937835676276,5.0
juice,-0.001496045792303243,67.0
juicy,0.0022512106664113046,6.0
juilliard,0.003352593284258052,6.0
jukebox,9.043016814567826E-4,5.0
jules,-0.004805966723730075,35.0
julia,0.003352593284258052,6.0
julianne,0.0022512106664113046,6.0
julie,0.0011317251311042142,120.0
julien,-0.003572579275316084,6.0
julies,-0.003957803500786582,8.0
juliet,-0.0011686832131443592,19.0
julio,-0.0015183694037618017,6.0
julius,0.0025401385425544362,10.0
july,-0.002189718981326765,18.0
jumbo,-0.005258475049827764,20.0
jump,-0.006283596852122553,167.0
jumped,-0.003832053921718649,34.0
jumper,-0.0032612937835676276,5.0
jumping,7.658733820971109E-4,42.0
jumps,0.002211714671569305,111.0
jumpy,0.0017961217088719001,5.0
junction,0.0025401385425544362,10.0
june,-2.3950686177281533E-4,30.0
jungle,6.17008737908927E-4,59.0
junior,-0.002794368549335572,94.0
juniors,-0.0021261471032678323,8.0
junk,-0.0026106587017192544,33.0
junkie,-0.0035794914445917638,18.0
junkies,-0.004167700391648521,15.0
jupiter,-0.0027296512345298942,20.0
jurisdiction,-0.004612236463339998,10.0
jury,-0.006386127535207153,39.0
jus,0.010250006867392717,57.0
just,0.014736404327069056,7949.0
juste,-0.0030939302090597083,5.0
justice,-0.005627842556219376,94.0
justified,-0.0032612937835676276,5.0
juvenile,0.0036870593599886187,11.0
k,1.689839405209264E-4,36.0
k.,1.9107970705165106E-4,15.0
k.c.,-0.006013749421539141,17.0
kable,-0.0024101945988148615,22.0
kabuo,0.005048514393507729,9.0
kaffir,-0.0032612937835676276,5.0
kafka,-0.003522518000596677,18.0
kahn,-5.480700109778917E-4,8.0
kale,0.012136265563062236,32.0
kali,-0.004677665614481489,11.0
kamino,0.0010442024310762714,6.0
kane,-0.012004352339773485,125.0
kanes,-0.004125284458130904,8.0
kangaroo,-0.0021261471032678323,8.0
kansas,0.004761440650646306,26.0
kara,0.010423956659632867,13.0
karai,-0.0015653448053240162,20.0
karate,-1.2700974844286034E-4,8.0
karen,-0.006188116039148312,18.0
karl,0.0010442024310762714,6.0
karma,0.0022512106664113046,6.0
kase,-0.001356728982365378,8.0
kases,-9.600933779718554E-5,6.0
kastle,-0.005391606053162184,27.0
katana,-1.2700974844286034E-4,8.0
kate,0.012698904206430535,192.0
kates,4.514560268231527E-4,17.0
katherine,-0.0021377930479683283,27.0
katherines,0.00468980629885495,7.0
kathy,0.00468980629885495,7.0
katie,0.0029223249238390318,14.0
katsu,-0.004671151776364185,23.0
kau,0.006853537201305671,5.0
kaufman,-7.751055074181461E-4,16.0
kay,0.0019736086626016463,44.0
kayla,0.007614261292451046,36.0
ke,-7.325860373347501E-4,5.0
keeler,-0.0017216772693486693,7.0
keen,5.875955805609599E-4,14.0
keep,-0.006106028154571989,1431.0
keeper,-0.004447551583335561,22.0
keepin,-0.0024907277698375287,9.0
keeping,-0.0024919369467592918,106.0
keeps,3.906587387195578E-4,182.0
keith,2.2304766879276415E-4,9.0
kelcher,-0.0012641884221326336,6.0
keller,0.009638296321211853,12.0
kelly,-0.004087395663766911,34.0
kelso,-0.0032612937835676276,5.0
kelvin,-0.003572579275316084,6.0
ken,-0.0017617630284516214,24.0
kennedy,7.94048605414159E-5,23.0
kennedys,-1.2700974844286034E-4,8.0
kenneth,-0.0025710679321638077,23.0
kenny,8.09478598213591E-4,53.0
kenobi,-0.0010360489603740833,10.0
kensington,-0.0028814508067470305,10.0
kentucky,-1.2700974844286034E-4,8.0
kept,0.003522087592616795,169.0
keptin,-0.0034031594388789703,6.0
kessler,-0.005834176046207752,16.0
ketchup,4.1548392002559566E-4,7.0
kettner,-0.0032612937835676276,5.0
kev,-0.003858838458765724,7.0
kevin,-0.002542429195179097,57.0
kevins,0.007904419796983529,10.0
kevlar,-6.059172289635534E-4,9.0
key,-0.0026842325519263054,159.0
keyes,-0.008066028761592887,49.0
keys,-0.0054920507180089275,136.0
kgb,-0.004485594986615671,17.0
khruschev,-0.007219612315101353,26.0
khruschevs,-0.004125284458130904,8.0
kick,-9.804828543381165E-4,132.0
kicked,0.0018092450267392609,53.0
kickin,4.1548392002559566E-4,7.0
kicking,-0.0015721696160576942,36.0
kicks,0.006045849057333999,70.0
kid,-0.012923209273073421,701.0
kiddin,-0.004279637979353664,21.0
kidding,0.0017330779697045313,206.0
kiddo,-0.0024348714975328326,14.0
kidnap,-0.0017878652358082432,12.0
kidnapped,-0.0025774980646852763,40.0
kidnapper,0.004136000701508988,6.0
kidnappers,-7.325860373347501E-4,5.0
kidnapping,3.8720289143168225E-6,31.0
kidney,-0.0015662967146582228,14.0
kidneys,-7.325860373347501E-4,5.0
kids,-0.0043320931068251455,564.0
kike,-0.0032612937835676276,5.0
kikin,-7.325860373347501E-4,5.0
kill,-0.007947611452349365,1164.0
killed,-0.002826208769555839,636.0
killer,-0.004822713004931462,125.0
killers,3.735939525218096E-5,26.0
killian,-7.325860373347501E-4,5.0
killin,-1.2700974844286034E-4,8.0
killing,-0.003571473879193393,199.0
killings,0.0010442024310762714,6.0
kills,-8.728809196146301E-4,66.0
kilo,-0.0015183694037618017,6.0
kilometers,-0.004125284458130904,8.0
kilos,-0.0048956568686743685,12.0
kim,0.0028183168295422157,30.0
kimberly,-7.325860373347501E-4,5.0
kimmy,0.005509044846024171,17.0
kimovsk,-0.0032612937835676276,5.0
kin,-0.003006899676023836,16.0
kind,0.002367882434658886,1006.0
kinda,-0.004273985071321724,167.0
kinder,0.0010442024310762714,6.0
kindergarten,0.0017961217088719001,5.0
kindly,-0.004642314741703495,17.0
kindness,3.735939525218096E-5,26.0
kinds,0.0017760345732528336,52.0
king,-0.005323719849459961,338.0
kingdom,-0.0026061093203328636,42.0
kings,-7.013302034451702E-4,57.0
kingston,-7.325860373347501E-4,5.0
kinkos,0.0017961217088719001,5.0
kinky,0.004324829455084881,5.0
kinsman,-0.003572579275316084,6.0
kirby,-0.004125284458130904,8.0
kirk,0.007681128472165817,107.0
kirky,-0.004612236463339998,10.0
kiss,0.012311344330117364,261.0
kissed,0.0023350791039186245,30.0
kisses,0.010773485972359385,115.0
kissing,0.004214919536044554,34.0
kit,0.014024105186740866,31.0
kitchen,0.007030031652176252,161.0
kite,-1.2700974844286034E-4,8.0
kitten,0.0025825748573010177,13.0
kitty,-0.002824142711858671,10.0
klaatu,-1.9148036574111242E-4,19.0
kleenex,0.0017961217088719001,5.0
klingon,-0.002252936755909242,8.0
kn,-1.2700974844286034E-4,8.0
knee,0.0012579710068760911,41.0
kneel,-1.2700974844286034E-4,8.0
kneeling,0.0017961217088719001,5.0
kneels,8.304082167421105E-4,38.0
knees,-0.0022672110388674096,90.0
knew,0.0016746657771938296,722.0
knife,-0.0017327177587747196,158.0
knight,0.0021374662859932,26.0
knights,0.0018721276064350013,8.0
knives,-0.0019950880412244517,25.0
knob,0.005048514393507729,9.0
knock,-0.0068651039998012114,129.0
knock-knock,-0.0034031594388789703,6.0
knocked,-0.004031666904715746,39.0
knocking,-4.627613975682241E-4,46.0
knockout,0.0017961217088719001,5.0
knocks,-3.048589204842553E-4,47.0
knot,-5.157225891155652E-4,12.0
knots,-5.157225891155652E-4,12.0
know,0.008315925610513543,9379.0
knowin,-0.0017216772693486693,7.0
knowing,2.6764051189563583E-4,120.0
knowingly,0.00468980629885495,7.0
knowledge,-0.004280986895620395,56.0
known,-0.0057500077167338595,236.0
knows,-0.003752870896267689,602.0
knox,-0.004921774825764796,25.0
knoxs,-0.003858838458765724,7.0
knuckles,-0.0010360489603740833,10.0
kobayashi,0.0010442024310762714,6.0
kobo,-0.0036897485257064095,7.0
koehler,-7.325860373347501E-4,5.0
kong,-1.9148036574111242E-4,19.0
kook,-7.325860373347501E-4,5.0
korben,-0.004204769982037817,15.0
korea,-0.003858838458765724,7.0
korean,-0.0037050300126894213,24.0
koreans,-0.0032612937835676276,5.0
kostya,-0.006305432093988351,24.0
kowolski,-0.0030939302090597083,5.0
kramer,-0.007098379382814834,26.0
krapkin,0.009382244947521757,5.0
kraus,-0.0030939302090597083,5.0
kreme,-0.0012641884221326336,6.0
kremlin,-0.003572579275316084,6.0
krispee,-0.0032612937835676276,5.0
kronenberg,-7.325860373347501E-4,5.0
kross,-0.005450047155349299,21.0
krueger,0.01435982527965772,17.0
kumar,-0.010725919828229008,197.0
kumars,-0.005052482823517552,12.0
kundun,-0.0014275977847681262,11.0
kung,-7.325860373347501E-4,5.0
kurt,-8.236133457777276E-4,17.0
kurtz,-0.004125284458130904,8.0
kwisatz,0.009382244947521757,5.0
kwon,-0.0032612937835676276,5.0
kyle,0.00492468486504032,68.0
kyles,-6.059172289635534E-4,9.0
l,-0.0023897321322016427,80.0
l.,-5.480700109778917E-4,8.0
l.a.,-0.0023169595091760416,50.0
l.a.p.d.,-0.0017878652358082432,12.0
la,-0.003676489234079943,77.0
la.,0.0012788933118264667,9.0
lab,-0.0049142707403574785,79.0
label,-2.0082741922652946E-4,20.0
labeled,0.0034334172678706534,11.0
labor,0.0018667319413454612,20.0
laboratory,0.0025401385425544362,10.0
labs,-0.0032612937835676276,5.0
lace,0.0010442024310762714,6.0
laced,0.0017961217088719001,5.0
lack,9.582251141789034E-4,35.0
lacking,-0.0012641884221326336,6.0
lacks,-7.325860373347501E-4,5.0
lad,-0.007372732143794185,52.0
ladder,-0.0013203360639288714,23.0
ladders,0.0012788933118264667,9.0
laddie,2.772879301883688E-4,11.0
ladies,-0.0051283780375468175,176.0
lads,-0.002728909836755438,15.0
lady,-0.008246604682153021,391.0
ladys,4.7587905724443956E-4,18.0
ladyship,-0.00417681357465652,15.0
ladyships,-0.004598650226233837,11.0
laid,-8.638392781570684E-4,86.0
laigs,-0.0032612937835676276,5.0
lair,-0.0014275977847681262,11.0
lake,-0.0011697535957947273,75.0
lama,-0.0041889046087031515,15.0
lamar,-0.0036897485257064095,7.0
lamb,-0.003571105452595933,38.0
lambs,6.86516326109448E-4,9.0
lame,-2.4105720660411802E-5,32.0
laminated,-0.0032612937835676276,5.0
lamp,0.002338018848534767,22.0
lamps,-0.0024907277698375287,9.0
lance,-0.002252936755909242,8.0
lancey,4.7587905724443956E-4,18.0
land,-0.007629157523246813,209.0
landed,-0.0021377930479683283,27.0
landing,-0.004717737058245784,55.0
landlord,-5.280107021872144E-4,17.0
lando,-0.0034031594388789703,6.0
landon,0.004289733735442609,32.0
lands,-0.0052874027172293,63.0
landscape,-0.0017216772693486693,7.0
lane,5.310136269864972E-4,42.0
lanes,0.0036870593599886187,11.0
langford,-0.0020944484674792698,24.0
langfords,0.006826967488250917,7.0
langley,-0.0012641884221326336,6.0
language,-4.2621135478842896E-4,91.0
languages,0.0025401385425544362,10.0
lantern,-0.005258806945042247,13.0
lao,-0.003572579275316084,6.0
lap,-0.005515990426966464,50.0
lapd,-0.004420537861117527,16.0
lapp,9.043016814567826E-4,5.0
laptop,-0.00380816859720303,19.0
larch,-0.00185584011162416,11.0
large,-0.0030336187185996196,153.0
larger,-0.0025190524181764712,28.0
largest,-0.0036905305845837373,13.0
larkhill,-0.002578064633764335,9.0
larry,-0.006906681822411929,178.0
larrys,-0.005019130312448755,13.0
larynx,-0.0012641884221326336,6.0
las,-0.0016110029405578866,37.0
laser,-0.005856097398123016,46.0
lasers,-7.325860373347501E-4,5.0
lashes,0.0010442024310762714,6.0
last,-0.006155560090611295,1492.0
lasted,1.2229574855689311E-4,18.0
lasts,-0.004125284458130904,8.0
late,0.004504237810336021,496.0
lately,-0.004422348151033421,77.0
later,-0.0024254472668743645,501.0
latesha,0.003654021059328176,17.0
latest,-0.0020029549765781026,44.0
latex,0.003352593284258052,6.0
lathrop,-0.004837369214595186,11.0
latin,0.0025434747203988244,26.0
latitude,0.003352593284258052,6.0
latter,-6.059172289635534E-4,9.0
laugh,-0.0019864656126878716,221.0
laughed,5.115673835814553E-4,27.0
laughin,-0.0032612937835676276,5.0
laughing,0.0014938612408260847,139.0
laughs,-0.0010023179193197804,183.0
laughter,-0.0028515580245110444,53.0
launch,-0.008013474488463112,51.0
launched,-0.002824142711858671,10.0
launcher,-0.002252936755909242,8.0
launches,1.2857206268543538E-4,19.0
launching,-0.0012641884221326336,6.0
laundry,-0.004216103706443772,21.0
laura,-0.003073474193871278,26.0
laurant,0.0010442024310762714,6.0
laurel,0.010482504303329114,54.0
laurels,0.00690164951727975,5.0
lauren,-0.0036897485257064095,7.0
laurie,0.007559866700670708,71.0
lauries,0.0017961217088719001,5.0
law,-0.004774375375864792,171.0
lawful,-0.003572579275316084,6.0
lawn,-0.005580874350593519,28.0
lawrence,-0.0032612937835676276,5.0
laws,0.002286717874871715,38.0
lawson,-0.006337052784446927,61.0
lawsuit,0.0010442024310762714,6.0
lawsuits,-7.325860373347501E-4,5.0
lawyer,-0.0025468484738915376,140.0
lawyers,-0.0034011863186637114,47.0
lax,-7.325860373347501E-4,5.0
lay,-2.3418994085314284E-5,130.0
layer,-6.059172289635534E-4,9.0
layers,-7.325860373347501E-4,5.0
laying,-0.001865110977923514,39.0
lays,-0.00148845587372237,33.0
layton,-0.005052482823517552,12.0
lazar,-0.003858838458765724,7.0
lazarus,-0.0036536871198078165,32.0
lazlo,-7.325860373347501E-4,5.0
lazy,0.0031414770957687286,18.0
le,-0.002811587578770276,24.0
leach,-0.003572579275316084,6.0
lead,-0.007068832814994898,171.0
leader,-0.006105180498544173,111.0
leaders,-0.0046472458015811005,23.0
leadership,-0.004216103706443772,21.0
leading,-0.0047856321576926425,55.0
leads,0.0012716631250190142,99.0
leaf,-0.004808244682257288,40.0
league,-0.0027962820649267478,63.0
leak,-0.0046472458015811005,23.0
leaking,-0.003572579275316084,6.0
lean,-0.005565919139854119,28.0
leaned,-7.325860373347501E-4,5.0
leaning,-0.0027296512345298942,20.0
leans,-3.174307368443238E-4,150.0
leap,-0.005991293116764421,24.0
leaping,-0.004125284458130904,8.0
leaps,3.775156153115697E-4,76.0
learn,-0.004240817464363144,210.0
learned,-2.4836331686282345E-4,124.0
learner,-0.003858838458765724,7.0
learning,-6.996041057462009E-4,36.0
learns,-0.0034031594388789703,6.0
lease,-9.457741538073045E-4,9.0
leash,0.0018667319413454612,20.0
least,-3.329396462982822E-4,432.0
leather,-0.004495602546175603,33.0
leave,0.009069203160177158,1087.0
leavenworth,-0.003572579275316084,6.0
leaves,0.002826846807930962,194.0
leavin,0.0010142984968119352,13.0
leaving,0.0018561852843331035,356.0
lecktor,-0.0065500126061702356,21.0
lecktors,-0.003957803500786582,8.0
lecter,0.010806060387603445,57.0
lecture,-0.004167700391648521,15.0
led,-0.004426196806359642,58.0
ledge,-0.0024348714975328326,14.0
lednov,-0.005052482823517552,12.0
lee,-0.004773773569302051,83.0
leeds,-0.004523322457999585,14.0
leeloo,-0.0048956568686743685,12.0
leers,0.0017961217088719001,5.0
lees,0.00468980629885495,7.0
lefferts,-0.0035402241253013203,13.0
left,-0.0013921200423161052,1062.0
left-handed,4.1548392002559566E-4,7.0
leftovers,0.0012788933118264667,9.0
lefty,-0.00959681872266503,71.0
leftys,-0.003572579275316084,6.0
leg,-0.0033269681076217995,135.0
legacy,-0.001094814263802441,5.0
legal,-0.005080158847145415,61.0
legally,-1.2700974844286034E-4,8.0
legend,-0.002704103323337024,47.0
legendary,-1.1360041637808323E-4,7.0
legends,-0.0016552328882685008,11.0
legit,-0.003858838458765724,7.0
legitimate,-0.0011686832131443592,19.0
legolas,-0.004672799328396656,18.0
legs,8.362271479417354E-4,157.0
leia,-0.004125284458130904,8.0
leila,0.003352593284258052,6.0
leisure,-1.1360041637808323E-4,7.0
leland,-0.007292920909649792,27.0
lem,-0.005060395761121084,86.0
lemay,-0.0032612937835676276,5.0
lemon,-0.002824142711858671,10.0
lemonade,0.00688856761965112,16.0
len,-0.005457338575601555,14.0
lena,-1.2700974844286034E-4,8.0
lend,-0.004167700391648521,15.0
length,0.004016496039964528,25.0
lengths,0.006271396968545752,8.0
lenny,-0.007292920909649792,25.0
lens,-0.0036897485257064095,7.0
lent,3.6642063133577723E-4,6.0
leo,-0.007963068861776251,94.0
leon,-0.0025118236265795272,27.0
leonard,0.004622585575101417,55.0
leonardo,-0.004837369214595186,11.0
leonards,-1.2700974844286034E-4,8.0
leopard,-0.001263353233555547,5.0
leopold,0.019349857167966545,62.0
leos,-0.003420174029650154,12.0
leper,0.00468980629885495,7.0
lepers,0.0015663395926709528,15.0
les,-0.006836736288786887,30.0
lesbian,7.520447910905068E-4,10.0
leslie,0.0025526451094417643,7.0
less,-0.006055359212667852,212.0
lesser,-5.480700109778917E-4,8.0
lesson,-0.001366371475345479,60.0
lessons,0.002744888119666245,32.0
lest,0.0017961217088719001,5.0
lester,-0.0032612937835676276,5.0
let,0.005075537009354124,2185.0
lethal,0.0014258273380778456,19.0
leto,0.00479050828390065,13.0
lets,-0.013055881483996057,1736.0
letter,-0.0019754058692113942,169.0
letters,-1.3292658381852784E-4,87.0
lettin,0.004324829455084881,5.0
letting,0.003939731692249658,94.0
lettuce,-5.480700109778917E-4,8.0
leukemia,-0.0012641884221326336,6.0
level,-0.0014649192313766293,116.0
levels,-0.0034578381629426155,23.0
lever,1.9107970705165106E-4,15.0
leverage,0.0017961217088719001,5.0
levy,-0.0036905305845837373,13.0
lewis,-0.003270880061870562,17.0
lhasa,-0.0015932614909174544,16.0
li,-6.059172289635534E-4,9.0
liability,-7.325860373347501E-4,5.0
liable,-1.555564420464685E-4,12.0
liaison,0.004324829455084881,5.0
liane,0.002404233597288466,12.0
liar,-0.002666690943611636,63.0
liberal,-4.5393887226205293E-4,14.0
liberation,-0.003572579275316084,6.0
liberty,-0.002794159031368292,24.0
library,0.0024490741101412107,33.0
libya,-5.157225891155652E-4,12.0
lice,9.043016814567826E-4,5.0
license,-0.003907717418391988,85.0
licensed,0.0010442024310762714,6.0
licenses,-0.0032612937835676276,5.0
lichter,-0.0032612937835676276,5.0
lick,-0.0032260488619352185,27.0
licked,0.0017961217088719001,5.0
licking,0.00661484844059607,19.0
licks,0.0018086780764994845,18.0
lid,-0.0014652393268905991,20.0
lie,-5.301598796367928E-5,262.0
lied,0.001990901821310014,51.0
lies,-0.0015007077551840767,104.0
lieutenant,-0.008601280275127365,202.0
lieutenants,-0.0017878652358082432,12.0
life,-0.0017817378397233744,1698.0
lifeless,4.1548392002559566E-4,7.0
lifes,-0.001358756079074094,40.0
lifesaver,-0.0032612937835676276,5.0
lifestyle,7.520447910905068E-4,10.0
lifetime,-0.0011497589488643446,39.0
lift,-0.002427835008009688,68.0
lifted,-0.003006899676023836,16.0
lifts,5.918562346629906E-4,73.0
light,-0.0024583996866750866,452.0
lighten,-0.0018994453820462141,17.0
lighter,9.881236521909525E-4,30.0
lighthouse,-0.003572579275316084,6.0
lighting,-0.0027296512345298942,20.0
lightly,-9.236379584965823E-4,14.0
lightning,-0.0018852900361532691,34.0
lights,3.925711277315529E-4,184.0
lightyear,-0.004142438327085286,9.0
lik,-0.003572579275316084,6.0
like,0.012254462656555871,7326.0
liked,0.007535837386345862,122.0
likely,-0.006419938123488823,45.0
likeness,0.003352593284258052,6.0
likes,0.0015662345550995264,148.0
likewise,-1.2700974844286034E-4,8.0
liking,0.0012340148792531795,16.0
lil,0.00159773438121648,22.0
lila,0.0010442024310762714,6.0
lilka,0.004061291249455855,16.0
limb,0.0015048856212080055,14.0
limbs,-6.059172289635534E-4,9.0
lime,-5.157225891155652E-4,12.0
limit,0.0018086780764994845,18.0
limited,-0.001374257109981187,24.0
limits,-0.0013375607422677755,18.0
limo,-0.0014149007197480489,26.0
limousine,0.0025401385425544362,10.0
limp,-0.0015932614909174544,16.0
lincoln,-0.001211934588884959,36.0
linda,0.0028761681261059583,58.0
lindsay,0.007969374990627224,6.0
line,-0.010301468266491597,423.0
lined,-0.003994063142182504,20.0
linen,-0.0012641884221326336,6.0
lines,-2.288194929571145E-4,75.0
ling,-0.002029348525102989,20.0
linger,-1.2700974844286034E-4,8.0
lingering,-0.004375538310660384,9.0
lingers,0.0031637038526642013,9.0
lings,-6.984924084959726E-4,7.0
lining,-9.236379584965823E-4,14.0
link,-2.468676988120268E-5,32.0
linked,-0.0032612937835676276,5.0
linsky,-0.0012641884221326336,6.0
lion,0.0020828692388934326,43.0
lions,-1.4401652494755744E-4,11.0
lip,4.130585418784691E-4,36.0
lipnik,-0.0048956568686743685,12.0
liposuction,-0.0032612937835676276,5.0
lippman,0.0038712649612988375,8.0
lips,0.00890503629061929,121.0
lipstick,0.007491053566968796,15.0
liquid,-0.002982160257526068,21.0
liquor,-0.0025051212269139415,37.0
lisa,0.0019938289568283947,31.0
lisbon,-0.003858838458765724,7.0
lisca,-0.003572579275316084,6.0
list,-0.0012706965187215123,132.0
listed,-0.003420174029650154,12.0
listen,-0.007937727284151392,1083.0
listened,0.0019536135381026843,21.0
listening,-0.003911281016024248,146.0
listens,4.517670044157316E-4,51.0
liston,-0.0036897485257064095,7.0
lists,0.00468980629885495,7.0
lit,-0.006034253109820773,25.0
lite,-0.0033682531716568865,10.0
literally,-0.002769154129796971,25.0
literary,-0.004375538310660384,9.0
literature,5.875955805609599E-4,14.0
litter,0.0017961217088719001,5.0
little,-6.640371195136609E-4,2590.0
litzke,0.0017961217088719001,5.0
live,9.436458329433145E-4,690.0
lived,-0.003321707381437001,154.0
livelihood,-0.004125284458130904,8.0
lively,-0.0032612937835676276,5.0
liver,-5.142733597557981E-4,21.0
lives,-6.69584141455551E-4,282.0
livid,-0.0017216772693486693,7.0
livin,-0.002345562380280811,18.0
living,-0.004397181728899246,320.0
liz,-0.003823116877801103,74.0
lizard,-0.0022776015346555696,13.0
lizardo,-0.0031664492513660022,11.0
ll,-0.0014571523302982514,27.0
lloyd,-0.0012641884221326336,6.0
lo,-7.787852978045298E-4,21.0
load,-0.007527700662614727,76.0
loaded,-0.002132090906262536,49.0
loading,-0.003522518000596677,18.0
loads,-0.003435678775475794,12.0
loaf,-0.0041889046087031515,15.0
loan,-0.003326791300056268,27.0
loaned,-0.004375538310660384,9.0
loans,-0.003572579275316084,6.0
loathing,0.0017961217088719001,5.0
loathsome,0.0017961217088719001,5.0
lobby,-0.002221128229877889,40.0
lobotomy,-0.0032612937835676276,5.0
lobster,8.434239776063527E-4,17.0
local,-0.004061256955385269,81.0
locals,-0.003132483499680388,11.0
locate,-0.0034435758201204003,28.0
located,-0.0021222542241039967,13.0
location,-0.002799214901432606,52.0
lock,4.462242522486122E-4,136.0
locke,-0.0032612937835676276,5.0
locked,-9.927886305892684E-4,126.0
locker,4.852761672990491E-4,46.0
lockers,-0.0032612937835676276,5.0
locking,7.520447910905068E-4,10.0
locks,-7.549703152313888E-4,25.0
locksley,-0.005721193698473072,23.0
loco,-0.0012641884221326336,6.0
locusts,-0.0012641884221326336,6.0
lodge,0.0016510744791376991,15.0
lodged,4.1548392002559566E-4,7.0
loeb,4.1548392002559566E-4,7.0
loew,-0.005457338575601555,14.0
log,-0.003270880061870562,17.0
logan,-0.0031272201292154027,84.0
logans,-0.0014876413490430207,18.0
logged,-0.0032612937835676276,5.0
logic,-0.002077338382810488,17.0
logical,-0.0018994453820462141,17.0
logo,-0.003420174029650154,12.0
lois,-0.004584431548204296,28.0
lola,0.0014767523519009025,12.0
london,-0.0017748360322668735,79.0
lone,0.007572007469195586,59.0
loneliness,-0.003132483499680388,11.0
lonely,0.00817076673667439,71.0
lones,0.006933324934335548,9.0
lonesome,7.520447910905068E-4,10.0
long,-0.003068150811842124,1548.0
longer,-0.0013080983254170383,235.0
longest,-0.004642314741703495,17.0
longs,-0.0010360489603740833,10.0
longshanks,-0.005635726597223427,22.0
lonnegan,-0.006188116039148312,18.0
lonnegans,-0.0012641884221326336,6.0
look,0.0030856305970205136,3549.0
looked,0.00826385321096211,221.0
lookin,-0.0049359385277911085,101.0
looking,3.597559541257107E-4,1040.0
lookit,-0.003646026941203952,18.0
lookout,-0.0032612937835676276,5.0
looks,-4.075397993511864E-5,1904.0
loomis,5.875955805609599E-4,14.0
looney,-0.0015021331675831445,15.0
loop,8.869700030082549E-4,11.0
loose,-0.0026916370683315867,111.0
looseleaf,-0.0025633505998207285,14.0
loosen,-1.2700974844286034E-4,8.0
loot,-1.2700974844286034E-4,8.0
looters,-0.0034031594388789703,6.0
lopez,-0.003946105036572254,14.0
lopresti,-0.004125284458130904,8.0
lord,-0.005379973207959643,269.0
lords,1.2229574855689311E-4,18.0
lordy,-0.0031836304988952513,6.0
loretta,-0.0032612937835676276,5.0
lorry,-0.001263353233555547,5.0
los,-0.0045386502061475435,72.0
lose,-0.007520019216632673,334.0
loser,2.465080940181038E-4,51.0
losers,-1.6934955569797018E-4,15.0
loses,-0.0036545489295709333,29.0
losin,-0.0017216772693486693,7.0
losing,0.0035955798496920895,113.0
loss,-0.0036923918145031057,66.0
losses,-0.004612236463339998,10.0
lost,-0.002794500198777869,530.0
lot,-0.0020798951769713634,971.0
lots,0.002773193781355812,107.0
lotsa,0.0012788933118264667,9.0
lotta,-0.0066844653476057685,68.0
lottery,0.0031090611457789564,12.0
lottie,-1.2700974844286034E-4,8.0
lou,-0.004895226093942465,34.0
loud,-7.089339983761114E-4,95.0
louder,-0.0011014367045315292,42.0
loudly,-0.0010495372340194144,27.0
louie,9.342608934138599E-4,24.0
louis,-0.006049272403747775,73.0
louise,-0.0017909473261546812,32.0
lounds,-0.004375538310660384,9.0
lounge,-2.1999810821434734E-4,24.0
lousy,-0.0030315070590996485,53.0
love,0.017823316457047437,1617.0
loved,0.013992812061108327,199.0
lovely,0.002576168125103121,106.0
lover,0.006099412289330044,53.0
lovers,0.004164541901830932,36.0
loves,0.0025622867189066937,129.0
loving,0.0010826176576628826,52.0
lovingly,-0.0036905305845837373,13.0
low,-0.006900780947614582,162.0
lowe,0.0035862933372650223,17.0
lowell,-0.0017216772693486693,7.0
lower,0.0010832447534411104,84.0
lowered,-0.0017216772693486693,7.0
lowering,4.1548392002559566E-4,7.0
lowers,9.393645651281008E-4,55.0
lowery,0.0025526451094417643,7.0
lowest,-0.0024907277698375287,9.0
lowlife,-0.0012641884221326336,6.0
lowrey,-0.002132246145638688,100.0
lowreys,-0.002189718981326765,18.0
lowry,-0.006315733980385998,22.0
loyal,-0.004233588752309457,55.0
loyalty,-0.006359214189047873,34.0
ls,-1.2700974844286034E-4,8.0
lt.,-0.0037631937644149647,19.0
luc,0.0012788933118264667,9.0
