Feature,Correlation,Total Hits
disagree,-0.002824142711858671,10.0
disagreeable,-0.0012641884221326336,6.0
disappear,-0.0011753149608225357,80.0
disappeared,2.925074972308407E-5,58.0
disappearing,4.7587905724443956E-4,18.0
disappears,-0.003343327719226621,65.0
disappoint,-0.0027296512345298942,20.0
disappointed,3.7481066863907607E-4,41.0
disappointing,0.0037411420664200923,5.0
disappointment,0.001019506302602938,31.0
disaster,-0.00396088026907216,25.0
disbelief,0.0014344917552652095,26.0
disc,-0.0021261471032678323,8.0
discarded,-7.325860373347501E-4,5.0
discharge,-9.236379584965823E-4,14.0
discharged,-0.0032612937835676276,5.0
discipline,0.0015509060429214894,14.0
disciplined,0.0025526451094417643,7.0
discomfort,-6.059172289635534E-4,9.0
disconnect,7.520447910905068E-4,10.0
discount,-0.0012641884221326336,6.0
discover,-0.002294383923492654,27.0
discovered,-0.005408841784159586,49.0
discovers,0.0017961217088719001,5.0
discovery,-0.0041889046087031515,15.0
discreet,-0.0024348714975328326,14.0
discreetly,0.0010142984968119352,13.0
discrepancy,0.003352593284258052,6.0
discretion,7.520447910905068E-4,10.0
discrimination,-7.325860373347501E-4,5.0
discuss,-5.61335009361126E-4,81.0
discussed,-5.072707399341944E-4,25.0
discussing,-0.002728909836755438,15.0
discussion,0.0011928436823403887,34.0
disease,-0.00201240463024842,47.0
diseased,-7.325860373347501E-4,5.0
diseases,-0.003858838458765724,7.0
disgrace,-0.0025633505998207285,14.0
disguise,-0.0027296512345298942,20.0
disguised,-0.0032612937835676276,5.0
disgust,7.196700891585296E-4,21.0
disgusted,0.0018721276064350013,8.0
disgusting,0.008951253388451255,34.0
dish,-2.1564065772028572E-4,26.0
dishes,0.0041508512177561435,13.0
dishonest,0.0038712649612988375,8.0
dishonor,-7.325860373347501E-4,5.0
disk,-0.0042103551136733605,9.0
disks,-0.006188116039148312,18.0
dislike,-7.325860373347501E-4,5.0
dislocated,-0.0012641884221326336,6.0
dismiss,-0.0012641884221326336,6.0
dismissed,8.434239776063527E-4,17.0
dismisses,-7.325860373347501E-4,5.0
disorder,-0.0037219034506875666,13.0
dispatch,-0.004800260040674437,18.0
dispatched,-0.0032612937835676276,5.0
dispatches,-0.004125284458130904,8.0
disperse,-7.325860373347501E-4,5.0
display,-0.004173472406772079,36.0
displaying,-0.0032612937835676276,5.0
disposal,-0.0010360489603740833,10.0
dispose,0.0010442024310762714,6.0
disposed,-0.003572579275316084,6.0
disposition,-7.325860373347501E-4,5.0
dispute,-0.0032612937835676276,5.0
disregard,-0.003572579275316084,6.0
disrespect,-0.0024907277698375287,9.0
disrupt,0.0017961217088719001,5.0
disrupted,-0.003572579275316084,6.0
dissatisfied,0.004324829455084881,5.0
dissolution,-0.0032612937835676276,5.0
dissolve,-0.001459767984994158,10.0
dissolves,-7.325860373347501E-4,5.0
distance,-0.004075963169255577,96.0
distant,-4.894566152805566E-4,32.0
distaste,-7.325860373347501E-4,5.0
distinct,-0.0021222542241039967,13.0
distinction,4.1548392002559566E-4,7.0
distinctly,-0.003572579275316084,6.0
distinguish,-7.325860373347501E-4,5.0
distinguished,-0.0028814508067470305,10.0
distorted,0.004324829455084881,5.0
distract,-0.0010360489603740833,10.0
distracted,0.00159773438121648,22.0
distraction,-0.002824142711858671,10.0
distraught,0.0038712649612988375,8.0
distress,-5.280107021872144E-4,17.0
distressed,0.003352593284258052,6.0
distribution,-0.0032612937835676276,5.0
district,-0.0038187157161588465,53.0
distrust,4.1548392002559566E-4,7.0
disturb,0.0025434747203988244,26.0
disturbance,-0.0021261471032678323,8.0
disturbed,0.0013185645651658437,36.0
disturbing,0.002327996396039443,20.0
ditch,-9.138624802605669E-4,37.0
ditched,-6.059172289635534E-4,9.0
ditches,0.0017961217088719001,5.0
diva,0.0017961217088719001,5.0
dive,-5.072707399341944E-4,25.0
diversion,0.002318806805995743,9.0
diverted,-0.0032612937835676276,5.0
dives,6.087678741246146E-4,33.0
divide,-0.0024907277698375287,9.0
divided,-0.0012641884221326336,6.0
divine,-0.0012791908031700133,20.0
diving,-4.994453883406336E-4,16.0
division,-0.0055431414913911315,39.0
divisions,-7.325860373347501E-4,5.0
divorce,0.0071074972180222105,70.0
divorced,0.006513055578948217,45.0
dixie,-0.0017216772693486693,7.0
diz,-0.005648899380673889,15.0
dizzy,-9.493278862327721E-4,24.0
dj,-0.0034031594388789703,6.0
dmitri,0.010658584328454904,19.0
dmv,-0.0032612937835676276,5.0
dna,-0.002077338382810488,17.0
do,0.010397285262303628,10737.0
doc,-0.004287849250891656,104.0
dock,-0.005551608482200218,34.0
docks,0.0018721276064350013,8.0
doctor,0.008586567837811351,517.0
doctors,-0.0012399054957128778,94.0
document,0.004224866347155751,20.0
documentary,-6.059172289635534E-4,9.0
documents,-0.0040286040731194435,20.0
dodge,0.003352593284258052,6.0
dodges,-0.0014275977847681262,11.0
doe,4.1548392002559566E-4,7.0
does,-0.00337468766601582,1382.0
doesnt,0.008138611812172626,1434.0
dog,-0.0016218893477898786,333.0
doggie,4.1548392002559566E-4,7.0
doggy,0.0010442024310762714,6.0
dogs,-0.004255577204169013,124.0
doin,-0.00963301689495346,206.0
doing,0.006220529265235596,1645.0
doll,-4.878079370311205E-4,28.0
dollar,-0.0062017672901856615,107.0
dollars,-0.00432135233143301,367.0
dolls,0.005509044846024171,17.0
dolly,-0.0017216772693486693,7.0
dolores,0.0038642116904965703,12.0
dom,-0.004672799328396656,18.0
dome,-0.0034031594388789703,6.0
domestic,-0.002824142711858671,10.0
dominant,-0.0034031594388789703,6.0
domingo,0.0017961217088719001,5.0
dominic,-0.0032612937835676276,5.0
dominick,0.0018721276064350013,8.0
dominion,0.0017961217088719001,5.0
domino,4.1548392002559566E-4,7.0
don,-0.00624196957766806,101.0
donald,-0.0015932614909174544,16.0
donatello,-0.003572579275316084,6.0
donation,-0.0021261471032678323,8.0
donde,-0.0017216772693486693,7.0
done,-0.007067047702489587,950.0
dong,-0.0021261471032678323,8.0
donkey,-0.004677665614481489,11.0
donnie,-0.009796719705931895,126.0
donnies,2.772879301883688E-4,11.0
donny,-0.0031183892175479493,6.0
dons,-0.0032612937835676276,5.0
dont,0.01677563209972987,11117.0
dontcha,-0.004612236463339998,10.0
donut,-0.0027331669205923805,19.0
donuts,-0.003522518000596677,18.0
dooku,-0.0021222542241039967,13.0
doom,-0.001748216808636927,21.0
doomed,-0.003006899676023836,16.0
door,0.0031048477733013153,1079.0
doorbell,0.0010140823780269064,19.0
doork,-0.0063016817798599925,22.0
doorknob,-0.0012641884221326336,6.0
doorman,0.0025526451094417643,7.0
doors,9.933740789833587E-4,153.0
doorstep,-0.003132483499680388,11.0
doorway,0.001026986141978059,72.0
dope,-0.00818718698704478,92.0
doreen,-0.0010360489603740833,10.0
dorf,-0.003572579275316084,6.0
dorfman,0.003352593284258052,6.0
dorian,0.004244647641223288,17.0
doris,0.0025901538769894797,18.0
dorm,-0.003132483499680388,11.0
dorothy,0.008398694134788035,96.0
dorry,-0.004039799489245892,15.0
dos,-0.0032612937835676276,5.0
dose,0.0018721276064350013,8.0
dossier,0.0010442024310762714,6.0
dost,0.0017961217088719001,5.0
dot,0.004712496002626852,18.0
doth,-0.0023868153619398752,8.0
dottie,0.0025526451094417643,7.0
double,-0.004608404504024985,144.0
double-crossing,0.0025526451094417643,7.0
doubled,-7.325860373347501E-4,5.0
doubles,-0.003572579275316084,6.0
doubt,-0.003998716534921407,155.0
doubted,-6.059172289635534E-4,9.0
doubtful,-0.0024907277698375287,9.0
doubts,-5.142733597557981E-4,21.0
doug,0.008026050997643277,36.0
dough,0.0012340148792531795,16.0
douglas,0.0010142984968119352,13.0
dow,-0.003858838458765724,7.0
down,-0.015372749713742013,3328.0
downed,0.003462547693017938,7.0
downs,0.004061291249455855,16.0
downstairs,0.0016937685434556683,96.0
downtown,-0.003383651601406704,59.0
downward,0.0010442024310762714,6.0
doyle,-0.001383621645016744,58.0
dozen,-0.0063245248175240005,61.0
dozens,1.2229574855689311E-4,18.0
dr,0.0034689472538273823,22.0
dr.,0.0027419703016871044,556.0
dracula,-0.003858838458765724,7.0
draft,-0.0025633505998207285,14.0
drag,0.0031452739059445256,71.0
dragged,0.0014646916141625378,33.0
dragging,-2.1999810821434734E-4,24.0
dragon,0.0012010935473142784,33.0
drags,0.0014222195250075014,32.0
drain,-8.134192782768689E-4,22.0
drained,-0.003858838458765724,7.0
draining,0.0010442024310762714,6.0
drains,-0.0010360489603740833,10.0
drama,-8.569199620626617E-4,18.0
dramatic,-0.0010996761472485735,23.0
dramatically,4.1548392002559566E-4,7.0
drank,0.0032605478838393896,29.0
draped,-0.0024907277698375287,9.0
drapes,-6.059172289635534E-4,9.0
draw,-0.004598007488366021,73.0
drawer,-0.0028700924199210583,42.0
drawers,0.0042937438047532805,14.0
drawing,9.469416098884481E-4,49.0
drawings,0.0015509060429214894,14.0
drawn,-0.003676144626096795,39.0
draws,-0.004390808225401363,43.0
dread,-0.0032806304872051583,17.0
dreadful,0.00457106402305372,15.0
dream,0.006305182213109491,257.0
dreamed,0.002578644553968816,20.0
dreamer,-1.4401652494755744E-4,11.0
dreaming,0.004245113747126692,48.0
dreams,-1.231100191124733E-4,117.0
dreamt,0.004324829455084881,5.0
drenched,-0.002824142711858671,10.0
dress,0.01313277399886382,128.0
dressed,0.0045230935305727565,94.0
dresser,0.0036870593599886187,11.0
dresses,7.520447910905068E-4,10.0
dressing,0.0010635844883739567,20.0
drew,0.004712540120539451,48.0
drews,-0.003572579275316084,6.0
dribble,0.003352593284258052,6.0
dried,-2.0082741922652946E-4,20.0
dries,-7.325860373347501E-4,5.0
drift,-0.0016329822313759191,15.0
drifting,-0.0036905305845837373,13.0
drifts,-0.0017216772693486693,7.0
drill,-0.005924277640861777,30.0
drills,-0.0032612937835676276,5.0
drina,0.0010442024310762714,6.0
drink,-3.902838106198952E-4,423.0
drinker,-0.0012641884221326336,6.0
drinkin,-0.004677665614481489,11.0
drinking,-0.0015045019889925533,109.0
drinks,-0.006367510134589216,97.0
drip,0.005870402316162977,8.0
dripping,-1.2700974844286034E-4,8.0
drive,2.7521923716743375E-4,340.0
drive-in,-0.0030939302090597083,5.0
driven,-0.0034572208656421712,33.0
driver,-0.00648502856246657,115.0
drivers,-0.0036432440381904043,64.0
drives,-0.0011997661118977921,77.0
driveway,-0.0025285161116738036,24.0
drivin,-0.0036905305845837373,13.0
driving,-0.0030618297078083617,198.0
droid,-0.0032612937835676276,5.0
droids,-0.005834176046207752,16.0
drone,0.0017961217088719001,5.0
drooling,-5.157225891155652E-4,12.0
drop,-0.003685751642441395,267.0
dropped,4.3956066238680445E-4,94.0
droppin,0.0017961217088719001,5.0
dropping,0.004191110812759906,45.0
drops,0.003552339380195618,151.0
drove,0.002326717940265154,60.0
drown,0.002885554345018178,25.0
drowned,4.7587905724443956E-4,18.0
drowning,-2.0082741922652946E-4,20.0
drowns,-0.0012641884221326336,6.0
drucker,-7.325860373347501E-4,5.0
drug,-0.002027689984641551,95.0
drugged,-0.0015183694037618017,6.0
drugs,0.0010478243939205584,133.0
drugstore,-1.2700974844286034E-4,8.0
druid,0.0018721276064350013,8.0
druids,-7.325860373347501E-4,5.0
drum,0.002496217668518364,15.0
drummond,-6.059172289635534E-4,9.0
drunk,0.004649961891248766,163.0
drunken,-0.0021222542241039967,13.0
drunks,-0.003858838458765724,7.0
dry,0.0032602216675479494,84.0
ds,-0.0032612937835676276,5.0
dst,0.005583387765846305,9.0
du,-5.04149336821627E-4,7.0
duane,0.006271396968545752,8.0
dubai,-0.0031836304988952513,6.0
dubious,7.520447910905068E-4,10.0
dublin,-0.0012850817520253226,17.0
duck,-0.003585340736047337,38.0
ducking,0.0010442024310762714,6.0
ducks,-0.002096944073798772,35.0
duct,-0.0010360489603740833,10.0
ducts,0.0017961217088719001,5.0
dud,0.003352593284258052,6.0
dude,-0.015977677076415626,184.0
dudes,-0.0022787571550792435,23.0
dudley,-0.0075971636209810275,28.0
due,0.004856131351178013,66.0
duel,-0.002824142711858671,10.0
dues,0.003352593284258052,6.0
duffy,-0.006883583333787403,27.0
dug,-2.0082741922652946E-4,20.0
dugan,-0.005358991896985546,15.0
duh,0.0010442024310762714,6.0
duke,3.7573753953129053E-4,166.0
dukes,-0.003374131633564241,27.0
dulaney,0.015136668269227386,18.0
dull,0.0012070904432026177,22.0
duly,-0.0012641884221326336,6.0
dumb,-1.0955056312949228E-4,115.0
dumbarton,-7.325860373347501E-4,5.0
dumbass,-0.004677665614481489,11.0
dumbfounded,-1.2700974844286034E-4,8.0
dummy,0.0011037256543849124,14.0
dumont,0.005870402316162977,8.0
dump,-0.0012202904888806564,64.0
dumped,-5.043513607873229E-4,29.0
dumping,0.0011567967338692146,8.0
dumps,-0.0015932614909174544,16.0
dumpster,3.221498627115742E-5,22.0
duncan,-0.0035918661859123367,40.0
duncans,-0.0010862236456860342,8.0
dungeon,-0.003858838458765724,7.0
dunk,-0.004375538310660384,9.0
dunn,0.0025526451094417643,7.0
dunne,-0.0012641884221326336,6.0
dunno,-0.002262568393347828,95.0
dunwitty,0.0019632643564799607,13.0
duplicate,-7.325860373347501E-4,5.0
during,-0.0038675115693444615,142.0
dusk,-7.325860373347501E-4,5.0
dust,-0.006841081232095889,48.0
dusted,-0.0034031594388789703,6.0
dusty,0.00756491737966731,13.0
dutch,-0.008090167798086521,52.0
duties,-1.555564420464685E-4,12.0
duty,-0.003197636754274838,135.0
dvd,-0.0017216772693486693,7.0
dwarf,-0.003087276221137871,21.0
dwarves,-0.005306188361648171,14.0
dwell,-0.0014275977847681262,11.0
dwight,0.006614229466068852,114.0
dwights,1.9107970705165106E-4,15.0
dya,-0.0021261471032678323,8.0
dye,0.00468980629885495,7.0
dyed,0.0010442024310762714,6.0
dyin,-7.751055074181461E-4,16.0
dying,-0.0016233860038030504,165.0
dynamite,-0.0035794914445917638,18.0
dyou,-0.003656162383992845,34.0
e,-0.004855681928174573,165.0
e-mail,0.007491053566968796,15.0
e.,-4.88118730883494E-4,24.0
e.l.c.,-0.003957803500786582,8.0
each,-0.0011213558622274896,671.0
eady,3.6642063133577723E-4,6.0
eager,0.0018996705060867684,28.0
eagerly,0.005719127578225584,13.0
eagle,2.8905542516751955E-4,39.0
eagles,-0.002824142711858671,10.0
ear,-0.0024857033206233895,132.0
earl,0.006873880973411276,106.0
earlier,0.0022342748506565696,64.0
earliest,0.0010442024310762714,6.0
early,9.633256311276866E-4,212.0
earn,-5.043513607873229E-4,29.0
earned,0.002088519895133288,24.0
earnest,-0.0017216772693486693,7.0
earning,-0.003858838458765724,7.0
earpiece,0.0022512106664113046,6.0
ears,-0.0022124280821785225,103.0
earth,-0.002587044622726412,224.0
earthly,0.0010442024310762714,6.0
earthquake,-0.003946105036572254,14.0
earthquakes,-0.0012641884221326336,6.0
earths,-0.003132483499680388,11.0
ease,-0.0038840386845553376,45.0
eases,1.9107970705165106E-4,15.0
easier,0.0016687974129382132,79.0
easiest,-0.004837369214595186,11.0
easily,-0.002891597617603438,57.0
east,-0.006717103010921303,105.0
easter,0.0020988291195938014,14.0
eastern,-0.0034578381629426155,23.0
eastman,-0.003858838458765724,7.0
easy,-0.008372776866270519,463.0
eat,0.0036199893013441633,485.0
eaten,-0.0020646535389119156,43.0
eatin,-0.0030939258538470963,16.0
eating,-7.324734927665967E-4,135.0
eats,7.233379013478948E-4,31.0
eau,-7.325860373347501E-4,5.0
eavesdropping,0.0017961217088719001,5.0
ec,0.004324829455084881,5.0
echo,-0.002037133470722998,12.0
echoes,-1.2700974844286034E-4,8.0
echoing,4.1548392002559566E-4,7.0
economic,-0.0012225107319666188,9.0
economics,0.0025526451094417643,7.0
economy,-0.004612236463339998,10.0
ed,0.0023718796305267444,49.0
eddie,0.0010392515802899007,110.0
eddies,-0.0034031594388789703,6.0
edgar,-8.965389709525749E-4,23.0
edge,-0.007340933364735474,105.0
edges,-0.0028814508067470305,10.0
edgy,0.0017961217088719001,5.0
edison,-0.0032612937835676276,5.0
edited,-7.325860373347501E-4,5.0
edition,-1.6934955569797018E-4,15.0
editor,0.005474929434556352,16.0
editorial,-0.0021261471032678323,8.0
edmund,-0.004216103706443772,21.0
edna,0.01963689493455187,43.0
eduard,0.007743098574694749,32.0
eduardo,-0.0017216772693486693,7.0
educate,-7.325860373347501E-4,5.0
educated,-0.0012689150647727373,15.0
education,2.109747435700439E-4,32.0
educational,-7.325860373347501E-4,5.0
edward,0.010366871146544507,114.0
edwards,0.0051212961976501385,14.0
ee,-0.003858838458765724,7.0
eels,-0.0032612937835676276,5.0
eerie,4.1548392002559566E-4,7.0
eerily,-0.0024907277698375287,9.0
effect,-0.005512636094136908,39.0
effective,-0.005457338575601555,14.0
effects,-0.0020627474969990966,26.0
efficiency,-0.003572579275316084,6.0
efficient,-0.0014275977847681262,11.0
effort,-0.0014877299897296176,49.0
effortlessly,-0.0012641884221326336,6.0
efforts,-0.0021222542241039967,13.0
egan,-7.325860373347501E-4,5.0
egelhoffer,0.004324829455084881,5.0
egg,0.005606569498396387,34.0
eggs,0.0077638258184032334,64.0
ego,0.0035862933372650223,17.0
egos,0.006853537201305671,5.0
egypt,0.006494568504629756,15.0
egyptian,0.006933324934335548,9.0
eh,-0.010998139464717354,183.0
eight,-0.0013099003139589401,280.0
eight-hundred,-0.0032612937835676276,5.0
eight-o-six,0.009681130458320726,8.0
eighteen,-0.0016064131484403582,58.0
eighth,-0.00173760329954447,29.0
eighties,0.0010442024310762714,6.0
eighty,-0.002580663847301819,27.0
eileen,-0.0012641884221326336,6.0
einstein,0.002404233597288466,12.0
eirie,-0.0036897485257064095,7.0
either,-0.0026751151141371416,434.0
el,-0.004069235597593928,68.0
elaborate,-8.569199620626617E-4,18.0
elaine,-0.003532937011866017,78.0
elbow,-0.005565919139854119,28.0
elbows,2.772879301883688E-4,11.0
elder,-1.2700974844286034E-4,8.0
elderly,0.0014767523519009025,12.0
eldridge,0.009382244947521757,5.0
elect,-0.001263353233555547,5.0
elected,-0.003670614776209025,32.0
election,-2.1999810821434734E-4,24.0
elections,-0.002824142711858671,10.0
electric,-0.004265226807970401,36.0
electrical,-0.004837034115060933,24.0
electricity,4.514560268231527E-4,17.0
electromagnetic,-0.0012641884221326336,6.0
electronic,0.0025825748573010177,13.0
elegant,-0.0016552328882685008,11.0
element,-0.002824142711858671,10.0
elemental,-0.0038911319577028497,9.0
elementary,0.003352593284258052,6.0
elements,-0.002465938488792004,19.0
elephant,-0.0028487423300546147,29.0
elephants,-0.003658029919273886,16.0
elevated,-4.693362973999253E-4,7.0
elevator,-4.082060197200721E-5,93.0
elevators,-0.002465938488792004,19.0
eleven,6.331537602654702E-4,101.0
eleventh,-0.003572579275316084,6.0
elf,-0.004800260040674437,18.0
eli,0.005474929434556352,16.0
elias,-0.004420537861117527,16.0
elijah,-0.003945217357713221,40.0
eliminate,-0.0041889046087031515,15.0
eliminated,-0.0032612937835676276,5.0
elinsky,-0.0036897485257064095,7.0
elite,-0.0014275977847681262,11.0
elizabeth,0.006239942916164803,59.0
elk,-0.003132483499680388,11.0
ell,-9.457741538073045E-4,9.0
ellie,-0.0029619304050417686,10.0
elliot,-0.004125284458130904,8.0
ellis,-0.005564829743147377,28.0
elrond,-0.002252936755909242,8.0
else,-7.808908564833914E-4,938.0
elses,-0.0035382758890314297,23.0
elsewhere,-0.0017878652358082432,12.0
elton,-0.0012641884221326336,6.0
elves,-0.0014652393268905991,20.0
elvira,-0.004677665614481489,11.0
elvis,-0.002037133470722998,12.0
elvish,0.006031058795007674,15.0
elwell,0.0010442024310762714,6.0
em,-0.012976189378527297,890.0
embankment,-1.2700974844286034E-4,8.0
embarrass,0.0022148586574297774,17.0
embarrassed,0.004487643743666273,71.0
embarrassing,3.2550879015441386E-4,26.0
embarrassment,-0.0010360489603740833,10.0
embassies,-0.0012641884221326336,6.0
embassy,1.2229574855689311E-4,18.0
emblem,0.0017961217088719001,5.0
embrace,-2.622632619846777E-4,35.0
embraces,-0.0024348714975328326,14.0
emerald,0.005583387765846305,9.0
emerge,-5.280107021872144E-4,17.0
emerged,-7.325860373347501E-4,5.0
emergency,-4.4474560143179507E-4,99.0
emerges,-0.0020722881605527706,40.0
emerging,-0.003572579275316084,6.0
emil,-0.003006899676023836,16.0
emilio,-0.004375538310660384,9.0
emily,-0.0058942749420724805,30.0
eminent,-0.0032612937835676276,5.0
emits,-0.0012641884221326336,6.0
emma,2.772879301883688E-4,11.0
emmett,0.007425645904720536,14.0
emotion,0.001467967338316132,39.0
emotional,0.007998519465598193,42.0
emotionally,0.0010142984968119352,13.0
emotions,0.0024375668763547734,23.0
emperor,-0.00334862982067334,36.0
emphasis,-0.0032612937835676276,5.0
empire,0.001156492021326727,22.0
employ,-0.0017216772693486693,7.0
employed,-0.004375538310660384,9.0
employee,-0.0032260488619352185,27.0
employees,-9.236379584965823E-4,14.0
employer,-0.003572579275316084,6.0
employment,-0.004612236463339998,10.0
empress,-0.004449709448553279,10.0
emptied,-6.059172289635534E-4,9.0
empties,0.0025401385425544362,10.0
emptiness,-5.480700109778917E-4,8.0
empty,-0.0042143561459661175,172.0
emptying,4.1548392002559566E-4,7.0
ems,-0.0012641884221326336,6.0
en,1.2857206268543538E-4,19.0
encircle,0.0017961217088719001,5.0
enclosed,-0.0012641884221326336,6.0
encounter,0.0020988291195938014,14.0
encounters,-0.0012641884221326336,6.0
encourage,-0.0016552328882685008,11.0
encouraged,-1.2700974844286034E-4,8.0
encouragement,-1.2700974844286034E-4,8.0
encourages,-0.0017216772693486693,7.0
encouraging,-7.325860373347501E-4,5.0
end,-0.007990884963078771,629.0
endangering,0.0017961217088719001,5.0
endeavor,0.0025526451094417643,7.0
ended,0.0017838833070169201,58.0
ending,-0.0012619765469294097,27.0
endless,-0.001670469667322032,20.0
endorsement,2.772879301883688E-4,11.0
endowed,-0.003858838458765724,7.0
ends,-0.005264355100770814,78.0
endure,0.0014767523519009025,12.0
endured,-0.004125284458130904,8.0
enemies,-0.00486386549343579,40.0
enemy,-4.8406781152345626E-4,118.0
energy,-0.005265657891871339,57.0
enforcement,-6.059172289635534E-4,9.0
engage,-0.005258806945042247,13.0
engaged,0.005743814392679502,32.0
engagement,7.616203759691811E-5,22.0
engaging,-0.0017216772693486693,7.0
engine,0.0010072896821792284,77.0
engineer,-0.002728909836755438,15.0
engineered,0.0017961217088719001,5.0
engineering,-0.002728909836755438,15.0
engines,-0.007323018312840617,33.0
england,4.00274196278083E-4,95.0
englands,0.003352593284258052,6.0
english,-4.8330001766911886E-4,178.0
englishman,-0.002824142711858671,10.0
enhance,-7.325860373347501E-4,5.0
enhanced,-0.003572579275316084,6.0
enjoy,-0.0028644835081301522,149.0
enjoyable,0.0017961217088719001,5.0
enjoyed,-0.002374926554880615,28.0
enjoying,-7.355124129839025E-4,38.0
enjoys,0.0012788933118264667,9.0
enlighten,-0.003858838458765724,7.0
enlist,-0.0032612937835676276,5.0
enormous,-2.540381534696947E-4,32.0
enormously,0.0010442024310762714,6.0
enough,-0.002894947757219188,1067.0
enquirer,-0.005546801394115077,22.0
enraged,-7.325860373347501E-4,5.0
ensenada,-0.0012641884221326336,6.0
ensign,0.0018721276064350013,8.0
ensues,-0.0032612937835676276,5.0
ensure,0.0018721276064350013,8.0
enter,-0.005128033214789985,90.0
entered,-2.622632619846777E-4,35.0
entering,-7.621796753937682E-4,30.0
enterprise,-0.00130627728964648,28.0
enterprises,-0.004837369214595186,11.0
enters,-0.0037210507991045937,124.0
entertain,-6.059172289635534E-4,9.0
entertainer,0.005660984137435617,6.0
entertaining,-0.003858838458765724,7.0
entertainment,0.0025590587846445315,28.0
enthusiasm,-0.0021222542241039967,13.0
enthusiastic,0.0031637038526642013,9.0
entire,-0.0035524386987865883,150.0
entirely,0.0024815868674827797,50.0
entitled,-0.0024348714975328326,14.0
entourage,-0.003572579275316084,6.0
entrance,-0.001108087973336328,52.0
entrusted,-0.0032612937835676276,5.0
entry,-0.0010996761472485735,23.0
envelope,0.004164224389449033,47.0
envied,0.004324829455084881,5.0
envious,-7.325860373347501E-4,5.0
environment,-2.0082741922652946E-4,20.0
envy,0.004020337889345356,19.0
episode,0.0016359944922277603,16.0
episodes,-0.0032612937835676276,5.0
epitaph,-0.0032612937835676276,5.0
equal,-0.002741799343000569,33.0
equally,-0.0017966856210876949,16.0
equals,-0.0010360489603740833,10.0
equation,-0.0024907277698375287,9.0
equipment,-0.003628358533050492,53.0
equipped,-0.0018994453820462141,17.0
equivalent,-0.0032612937835676276,5.0
er,-0.0023018753953851917,82.0
era,-1.2700974844286034E-4,8.0
erase,-0.0036905305845837373,13.0
erased,-1.555564420464685E-4,12.0
ere,5.496423927310204E-4,13.0
ergo,-7.325860373347501E-4,5.0
eric,0.00950630508475947,65.0
erlanger,0.00468980629885495,7.0
ernie,-0.004855367384404507,18.0
erotic,0.0036579919584318094,8.0
errand,-0.004612236463339998,10.0
error,-0.0052194060355106545,26.0
erupt,-0.0032612937835676276,5.0
erupts,-0.0014275977847681262,11.0
erv,-0.004677665614481489,11.0
es,-0.00148845587372237,33.0
escalade,0.004389632564193927,11.0
escape,-0.007461946024714932,112.0
escaped,4.1232744778898876E-4,55.0
escapes,1.7948716192517193E-4,14.0
escaping,0.0018721276064350013,8.0
escort,-0.005595764810519336,34.0
escorted,-0.003572579275316084,6.0
escorting,-0.0017216772693486693,7.0
escorts,-0.0012641884221326336,6.0
especially,0.0019013803810838104,136.0
espionage,-0.0012641884221326336,6.0
esposito,0.0018721276064350013,8.0
espresso,-0.003572579275316084,6.0
essence,-0.004975335615042826,14.0
essential,-0.0014275977847681262,11.0
essentially,-0.0032612937835676276,5.0
essex,-0.003858838458765724,7.0
esta,-0.0023868153619398752,8.0
establish,-8.569199620626617E-4,18.0
established,-0.0017878652358082432,12.0
establishing,-0.0032612937835676276,5.0
establishment,-0.0021261471032678323,8.0
estate,0.0028408287698856415,35.0
estates,-0.003132483499680388,11.0
esteem,-7.325860373347501E-4,5.0
estevez,-0.0032612937835676276,5.0
esther,0.028087984124272478,154.0
esthers,0.011480607299935762,10.0
estimate,-0.002824142711858671,10.0
estimates,-0.003572579275316084,6.0
estonia,0.004324829455084881,5.0
et,-0.004606132792405086,17.0
eta,-0.003572579275316084,6.0
etc.,4.594841614035346E-4,44.0
eternal,-0.003006899676023836,16.0
eternity,-0.00130627728964648,28.0
ether,-0.003132483499680388,11.0
ethical,-0.004125284458130904,8.0
ethics,-0.004837369214595186,11.0
ethnic,0.0017961217088719001,5.0
ettore,0.006933324934335548,9.0
eugene,-0.003435678775475794,12.0
eureka,-0.0012641884221326336,6.0
europe,-0.0064131896677149655,67.0
european,-0.0017554433820154926,11.0
euros,-0.0012641884221326336,6.0
eva,0.004136000701508988,6.0
evacuate,-0.005104845462057457,13.0
evacuated,-0.0032612937835676276,5.0
evacuation,-6.059172289635534E-4,9.0
evaluate,-0.0032612937835676276,5.0
evan,-0.002190369227106458,24.0
evans,-0.0021261471032678323,8.0
evasion,-0.0012641884221326336,6.0
evasive,-7.325860373347501E-4,5.0
eve,-0.0031578306846789896,41.0
evelyn,0.0030831912049867657,15.0
even,0.003527316314033569,1772.0
evenin,-0.0012641884221326336,6.0
evening,1.4479910111556054E-4,175.0
evenings,-0.0016552328882685008,11.0
evenly,-0.0010360489603740833,10.0
event,-0.00465155501762839,59.0
events,-6.899218810029272E-4,56.0
eventually,-0.0016675340776472634,55.0
ever,0.004990800694617203,1679.0
evergreen,0.003352593284258052,6.0
every,-0.0071831914386448585,1116.0
everybody,-0.0017712750465728652,500.0
everybodys,-0.004175474852977872,74.0
everyday,-0.0019649887811666457,30.0
everyone,-0.0024561963961863423,586.0
everyones,-0.0010917994743039343,56.0
everything,0.002756886765086967,1103.0
